"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"Systemic lupus erythematosus"	1	1	0.218109461720486	0.888746919827889	1	7.48595742072656e-27	0.911537018635481	0.000109709182820261	0.239886055444847	2.20402693824596e-11	0.944494853864617	0.224953640930857	5.34046347829756e-23	1.34149403045615e-19	1	0.914602174817186	1	1	1	1	1	0.997289047292911	1	1	1.01720139111138e-09	1	0.0478420589956872	1	1	1	1	1	2.33268655615775e-10	0.935235481509861	1	0.951398974513599	1	1	1	1	1	1	1	0.925194443649618	0.187012698927143	0.892904940481744	1	1	1	1	9.83337949764234e-21	1	0.0229686602043062	1	0.997862231889861	0.93868542467391	1	1.04475979191871e-20	0.962739069932796	4.75078850388181e-20	0.526377887188778	1	0.662261635230422	0.981516384099507	0.0225500274751532	0.999875999801185	1	1	1	1	1	0.645563590902742	0.993937934493007	1	0.86878172881266	1	1	1	1	1	1	1	1	1	1	1	1	1	9.14311341217929e-11	1	1	1	0.309152134965697	7.6063148996442e-08	1	1	0.791904596312836	1	1	1	0.922165377849108	0.681106840763605	1	0.425338171119824	1	0.902522098096076	1	1	1	1	1	1	0.78466860252048	0	0.263291686733181	1	0.762939301618599	1	0.628089580669204	0.413323912155329	7.66592560248705e-10	3.21672657223432e-20	0.784948488185816	1	1	1	1	1	4.49673119404493e-15	1
"T cell receptor signaling pathway"	1	4.06894320850866e-29	0.00211824581802722	3.65950121416341e-10	2.42319567648696e-09	3.82474177120358e-06	0.00234809373882941	1.59249457960429e-07	2.70688631486436e-09	0.0423153748164577	2.12871436778275e-22	1	0.000928417251115468	0.000322796651906462	2.87259149629196e-21	5.0244364458024e-72	1.29697374131158e-08	0.74429333720166	1	1	4.89523748741269e-07	0.0669499440718187	3.19063722097021e-09	1	0.00547279907744925	0.825270615719059	4.13729304529838e-31	7.117146222026e-24	3.9131582949731e-34	1	1	1.43173573230368e-19	1	0.319986599975136	0.000361606911651065	0.898827138093193	1	1.39549774507098e-06	1	0.382050638217279	1.33797888674047e-24	2.5381853335333e-12	1.02389378256561e-40	2.46883688683989e-46	1.10242010661331e-17	9.87125897770359e-21	8.86753829355724e-06	1	2.33450284677698e-23	1.39923755743885e-12	0.0213512196841026	0.750595555271541	4.8924421803774e-05	1	1	0.879354258159856	2.49231642383841e-19	2.18129130151967e-05	9.90865444820327e-14	5.04612853484881e-14	2.53787400738287e-11	0.000256141906135483	5.54199653555198e-11	1	0.0345611682659426	9.97773627559252e-27	1	0.000744451764155261	7.20092908334997e-17	1	1.46030526029853e-10	1.70945487336191e-43	1	2.67170763817514e-36	5.32031973119331e-13	1	1.01074150527882e-25	1	1	1	8.41142338835429e-05	0.819788004941426	1.87825368660368e-22	0.91935260510909	1	0.0137379075458388	3.28193975831813e-18	1	1	9.63997218551646e-05	1	1	2.72303388338478e-10	0.00141234842434729	3.64985033666296e-16	2.17548546344816e-26	0.695535269880031	1	0.91964936850081	1	7.87420938068556e-15	0.579297699921194	1.37993515056199e-31	1	1	8.3040931221083e-10	1	1	1	1.3819514864077e-11	5.42445946522709e-13	1	1	0.263291686733181	0	1	0.0550092137547939	4.18104686838777e-06	0.00140543181065367	1.43295526882613e-28	3.6549014356079e-23	0.0247381915341668	3.57915655182029e-11	0.664596244634655	0.022094475990906	1	7.46933937395231e-42	0.750595555271541	0.27516784825045	8.61378291504266e-08
"Taste transduction"	1	1	1	1	0.0126359476640716	1	0.592189167625099	0.00128071055548453	1	1	0.0189666693707415	1	1	1	1	1	1	1	1	1	1	6.08831074730114e-07	0.00147738293491225	1	1	1	0.34551626226628	1.16325541277237e-06	1	1	1	1	1	1	1	8.95772071876602e-06	1	1	1	1	1	1	1	1	1	1	5.58981596277372e-08	8.07385078430931e-09	1	1.70488557699588e-07	1	0.00393073210076659	1	1	0.892227743736758	1	0.0753889683957548	1	1	1	1	0.00870011565647834	1.3656365485061e-05	1	1	0.0911194600283951	1	2.03590957439954e-06	1	1	1	1	0.963458561895415	1	1	1	1	1	1	0.678864806724784	4.35076901017505e-05	1	1	0.00104521075477937	1	1	1	1	1	0.232171047763977	0.0447169681764074	1	1	0.000671687439190048	5.7164089450257e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	5.0124026315842e-08	1	1	1	1	1	1	0	1	1	1	1	1	1	0.104353818263733	1	6.34606786334894e-07	9.68803176124691e-06	1	0.000441882054388818	1	0.0307068240170457
"TGF-beta signaling pathway"	1	0.00547770694223975	1.16977684359108e-06	0.729047146280344	0.191790206867945	0.1779049155888	0.6312077474162	0.0497906278335663	0.64345385477898	0.449801104538047	0.820800991710799	1	0.4626838620994	1	0.10006626195158	0.42346626037445	0.759186699876339	0.284221181995454	1	1	0.00806932970840228	1	1	1	1	1.24250804834891e-12	5.9177225548844e-10	0.2950828716621	9.04566806658261e-07	0.000841374932380259	1	1.09951702752805e-09	1	2.27728607334805e-09	1	0.0988036169136414	1	0.0819101105156055	0.0216817601961068	2.68142282308401e-05	0.0767064512193855	1	0.0248255955065841	0.192159893523811	0.107942184286469	0.00466121843733643	0.518612291967277	1	0.355094529162091	0.581580839897794	0.205816116847902	8.01028378877072e-05	0.824303386676213	1	0.695867029295502	0.0789980829098497	0.267146498669913	0.621894233610287	0.345602295095648	0.000470582229776936	0.395004888343798	0.00203603730247237	0.0442356547512909	1	2.62051469228258e-08	0.0689949346289432	1	0.130681707124235	0.396515361862568	1	0.016896386723707	0.267146498669913	1	0.436424079082807	0.114895294636829	1	0.277066905823529	0.227053127006114	0.5748368303513	1	5.226907352998e-05	0.739486318546547	6.05190747804279e-07	0.861407005627905	1	0.102773328129316	3.37782140430712e-05	1	0.187848764490208	1	1	1	1	0.144024882245705	0.50040191205565	0.0900497488813652	0.606810518008349	1	0.398493392951746	1	0.398897303745973	0.493198881329625	4.67334960930429e-05	1	1	0.749527845254969	1	1	1	0.0333902198064188	0.481765906261996	1	1	0.762939301618599	0.055009213754794	1	0	0.0173149596484403	0.112918056253405	0.310531509624162	0.0136393507352457	0.219952439464542	0.0601869697791715	0.0491809897379754	0.0704277147432091	1	0.430110214342842	1	1	1.95955498042082e-09
"Thyroid cancer"	1	9.02156243783821e-20	1.47183330441983e-08	0.00908449970888021	0.00242887772639553	1	0.300983527983128	1	0.295031226269556	1	0.111916371010107	0.000111222475238576	1	1	0.00130213796884212	3.44156854330319e-07	0.0815218294095336	1.04735516352127e-06	1	1	4.30656266165247e-18	1	1	0.41100315020261	0.595742274894865	0.0496494984236652	0.147061283149436	0.000159946808775066	3.00425902086409e-13	1	1	1.17216357037925e-17	1	1	1	0.456417935206234	1	1.69423911686727e-05	1	0.147844739573328	3.81236208669396e-27	1	2.04797023037557e-09	4.93868171418124e-07	0.023230759254728	0.000234871050320124	1.21279792863402e-06	1	3.58116024013144e-12	2.65990180833627e-06	1	1	1	1	0.34245757942715	0.430354397289547	1.67166268030448e-06	1	0.269069751863759	0.0834551386257304	0.543512358891056	8.41325411361327e-09	8.41325411361327e-09	1	1	4.15717763394243e-07	1	4.24110887214624e-13	2.17812994140038e-13	1	0.0044752630307289	1.67166268030448e-06	1	3.02557446691283e-09	0.0612782649425861	1	1.60647883593293e-18	1	1	1	0.0371599909028356	0.0739373286984908	2.12474609834907e-07	1	1	0.0561115159130131	4.79421349865476e-34	1	1	1	1	0.000949011063727958	1	6.70267479109528e-05	0.000211604200126902	6.24427063132039e-19	1	1	1	1	4.8971718931377e-05	1	8.41325411361327e-09	1	1	1	1	1	1	0.0648113144795338	1.28935594470719e-05	1	1	1	4.18104686838775e-06	1	0.0173149596484403	0	0.0105112614992514	0.00401899052713037	0.217760165515809	1	0.037190896677046	1	0.000805051277138665	1	3.77409591329943e-07	1	0.391017936788057	3.49564658893648e-06
"Tight junction"	1	0.00891061140651006	8.62407645119089e-17	0.142955027657432	0.0367036340536479	1	1	0.0383875227859637	1	1	0.500024377202205	2.09199083454839e-06	1	1	0.0401455428699915	0.0070320413222092	1.7822754733868e-07	0.816793432772622	1	1	0.0367036340536479	0.91153110825892	0.0395522774293559	0.437062728846372	7.60100703282494e-13	0.981378369367409	2.07951152287078e-06	0.000494349465591798	0.00606749976482878	1	1	0.0104184865826087	1	1	1	0.0203558066017341	1	0.536414255218276	1	0.0894462370619973	2.65399603389888e-07	0.00408964390603431	0.000248877903296496	0.000110077222165397	0.00207648254398525	3.26121697368475e-12	6.85683857127411e-05	0.00653650736201808	2.81164277429986e-06	0.0107149396616659	1	1	1	1	1	0.0136393507352457	0.0539756013503432	1	0.854689573361659	0.898577230154574	9.53008700331721e-53	1.05957446466607e-07	0.0182769291871234	1	1	0.0302032683481061	1	0.000901647961827586	0.00120214909973937	1	0.206594748337002	0.23223656991639	0.999817921540907	0.0132485579194922	1	1	3.47924574591046e-06	1	1	1	0.453646164778041	0.622693288903587	0.0182769291871234	0.36422688955386	1	1.17116819880625e-07	0.0188325346000024	1	0.715195409112042	0.208725474191291	1	1	1	1	0.0153660926746294	0.00506409274112696	1	1	1	1	1.12870125528975e-10	1	0.00481084336655008	1	1	1	1	1	0.507652034036708	0.00289609033890041	0.108768016152575	1	1	0.628089580669204	0.00140543181065367	1	0.112918056253405	0.0105112614992514	0	0.600909886716655	0.217465413796131	1	0.168204405690667	1	0.0024121763445896	1	1.35444207659859e-05	3.62694141260886e-05	3.09683944189694e-12	0.00182133596640553
"Toll-like receptor signaling pathway"	1	4.94518727341315e-19	0.092877491839487	2.09670900932016e-09	2.10950864512478e-08	0.000259323553877442	0.188256922903682	9.90821096337317e-13	2.2303689326835e-05	0.843363631856104	9.7223861653284e-22	1	0.166797469159608	2.60959640077987e-14	0.574776871614008	2.85904067763678e-22	3.59917565215466e-05	1	1	1	0.00251924135014699	1	1.71576867850197e-09	1	0.611069750752842	1	3.97221604457424e-57	3.58277836996961e-17	1.93196894583739e-18	1	1	1.04777007615839e-18	1	3.91086352706867e-13	2.9382769686931e-36	0.884921798179291	1	0.0187939238142615	0.860863629035579	0.992419036188726	2.0633100150072e-13	3.45755346336009e-15	1.05133684124118e-16	1.97289145698408e-27	2.26792312627008e-09	1.6283227309623e-08	0.151650912571066	1	7.48481963851948e-12	5.95025743200993e-10	0.00310161105498274	1	0.14735670245522	1	0.987665939798	0.587001826503266	1.32180471372836e-10	0.0270143446511247	5.86529429669865e-22	7.18067581549713e-24	2.18033725980601e-06	0.0762795866228388	0.0762795866228388	0.942346263230422	1.54256048010365e-07	1.60167494831542e-17	1	0.206583760154359	2.95027422497831e-11	1	6.97310101699852e-11	1.84066937144455e-22	1	3.34791453207397e-26	3.70517402874558e-26	1	3.838239827785e-13	1	1	1	0.266353173153762	0.80156534264024	4.24222712329978e-23	0.907091444053805	1	0.0457075849920421	8.93506550092232e-15	1	0.302019304811109	0.000367172764154787	1	1	0.19170205300915	1.093787226074e-05	1.05133684124118e-16	1.74382859181638e-16	1	1	0.539677038820318	1	0.000360085974855342	2.23621123529551e-13	1.04405595138205e-13	1	1	4.31911752486354e-54	1	1	1	2.04231955385418e-14	1.30827355361439e-14	1	1	0.413323912155329	1.43295526882613e-28	1	0.310531509624162	0.00401899052713037	0.600909886716655	0	2.6474643995256e-42	0.000566048687894386	3.79983044876081e-14	0.962546750477613	0.276638454372275	1	9.64308988022266e-17	1	0.0282157358464319	0.13274521105666
"Toxoplasmosis"	1	1.44414619083014e-16	0.396281425356437	4.89513313709046e-12	2.91435881784641e-07	9.17752571851894e-26	0.0661548851258467	2.11241581691177e-27	2.34163818672137e-10	6.65656387679769e-20	1.2567580982395e-27	0.40450607834278	1.56596720689772e-23	4.0826870351821e-16	0.193624023334872	1.8996796970527e-14	0.00030078349115616	1	1	1	0.363816753071212	0.996197903129502	3.18829305019202e-08	1	2.25162790918127e-09	0.750250194357401	8.36245582918175e-50	4.60264003908004e-12	1.41695345295414e-19	1	1	1.51746679466871e-21	1	0.00588341107572283	0.00132099503599922	0.0203558066017341	1	0.17347612831508	1.39079503657482e-07	0.0200851484670385	1.25093545523329e-11	8.15765071653635e-09	4.31221280701433e-10	6.73109190704607e-42	1.82214284616548e-09	2.23824449812422e-18	0.134783058432566	0.388028235876158	4.17067687816404e-08	2.66367527048166e-19	7.31222344400195e-17	1	0.0172434898631745	1	0.818200632663378	0.0136393507352457	1.60496991617189e-08	2.08532329359703e-18	2.57097346971879e-13	3.89710198466541e-62	3.31640804686278e-07	1.6229923114131e-17	0.630572728338427	1	2.04195616840501e-08	2.83870085518945e-29	1	0.0867259328383871	1.47492956497867e-08	1	2.25560321089548e-09	1.21447382630513e-05	1	6.04769535284004e-21	5.9300735109361e-23	1	2.29494869736171e-11	1	1	1	0.676175104701252	0.154236836223818	1.80679698797973e-28	3.52563911435139e-08	0.768771053129506	0.263139411634917	8.13647490842361e-28	0.910478691586906	1.87341547397273e-07	0.00221929417286247	1	1	0.0201676396657934	0.0201676396657934	2.09468086049573e-16	4.75230951809713e-15	0.772349474052106	1	0.028487660604128	1	0.028859767723387	0.659557408727442	1.21076445577724e-10	1	1	5.89331682472713e-15	1	1	1	2.16189059129199e-12	1.72047762010773e-40	1	0.188982414087142	7.66592560248702e-10	3.65490143560789e-23	1	0.0136393507352457	0.217760165515809	0.217465413796131	2.64746439952561e-42	0	2.74241117121249e-19	1.32138033362317e-13	0.410857307366161	6.41338843820582e-09	1	1.20569548053518e-34	1	5.21304575859982e-18	0.676167081076516
"Type I diabetes mellitus"	1	1	1	0.505155905292399	0.355801190471953	2.30473595869608e-72	0.252031719436437	0.00427703283347271	0.426282428716061	1.4924360170715e-33	0.00197797379971422	1	3.30289087811403e-27	9.36162003793685e-53	1	1	1	1	1	1	1	1	1	1	1.28032283455678e-28	1	8.67441077505913e-06	1	1	1	1	1	1	0.000301007302374774	0.444157173420657	0.62046115659188	1	1	1	0.00467017047452351	1	1	1	0.564237884882951	1	1	1	1	1	1	2.4590202842339e-69	1	2.67060467722063e-06	1	1	0.591132427500765	0.765477246201661	6.48057956262842e-29	0.0752966568489508	1.50771579447033e-28	1	1	1	1	0.00177050021906907	0.141952913382063	0.22991006103962	1	1	1	0.420200149785648	8.62014186714502e-08	1	0.736066994478314	0.134655954695974	1	1	1	1	1	0.699864777074623	0.515520025024226	1	1	1	1	0.864834913707246	1	4.60646766550207e-22	1	1	1	1	0.0503895914099151	0.599731071071113	0.60815273195936	0.395233959085314	1	1	1	0.900511762253873	0.0503895914099151	1	1	1	0.0365045109473382	0.461486749103383	1	1	1	1	1	1	3.21672657223431e-20	0.0247381915341668	1	0.219952439464542	1	1	0.000566048687894387	2.7424111712125e-19	0	0.0847217840017482	1	1	1	1	1	2.48301739895341e-38	1
"Type II diabetes mellitus"	0.375537832596071	4.28942531779149e-13	0.044245645953765	1.74555986130309e-12	1.62413386245842e-20	0.348099411308124	0.0311538656179121	1.06305414341912e-06	0.433207282115753	0.572077831841331	1.59292229509464e-08	0.191989657092373	0.28963644190084	1	0.39904755898221	1.62382974834313e-10	6.83962344502188e-07	1	1	1	0.0723595826358833	0.0104742177717666	1.01774660924638e-16	0.207489715647403	1	1	5.12568445891701e-14	3.9678724266243e-08	1.19765483455431e-10	1	1	2.01578210046501e-14	1	0.946137199552865	0.451246036615475	0.0727460793051243	1	0.0282240146254927	1	0.893025457517151	7.36417474308385e-11	0.00548419885415896	8.58511630144248e-14	2.03007226468372e-17	1.29281302346218e-10	8.29413316039686e-08	0.246758570847195	1	3.20004421397995e-11	8.23810732741082e-06	0.375537832596071	1	0.616094979022812	1	1	0.0601869697791715	4.36073313008658e-37	1	3.92036983877088e-08	0.0427860340206037	2.60566036158143e-05	0.037198488294753	0.037198488294753	1	0.420860363689331	2.34545125647605e-06	1.54762932229214e-07	0.294250544722898	1.85746726568996e-09	1	6.71089909138146e-14	1.09603230548143e-07	1	9.65086211622012e-17	2.98822100672554e-06	1	1.09700277221565e-10	1	1	1	0.118929230099374	1	3.45918687885499e-15	1	1	1	6.66957616273048e-07	1	1	1.14675896065979e-06	1	0.523133124152745	1	0.0523735416913183	8.58511630144248e-14	2.80561067470064e-12	1	1	0.259467231182806	1	1.04276496404325e-05	0.31213783496207	1.60817472289112e-09	1	1	0.000828346102049249	1	1	1	4.80143753449612e-05	1.53519607887856e-07	1	1	0.784948488185817	3.5791565518203e-11	0.104353818263733	0.0601869697791715	0.037190896677046	0.168204405690667	3.7998304487608e-14	1.32138033362316e-13	0.0847217840017482	0	0.436234279847368	0.00125532744238399	1	3.69490916865489e-09	1	1	0.214065225410817
"Ubiquitin mediated proteolysis"	1	0.289955832104523	1	0.883376249587128	0.738970033652469	1	1	1	1	1	0.524881263514974	1	1	1	1	1	0.40225807120481	1	1	1	0.738970033652469	1	1	1	1	2.10037785084402e-10	0.964910357799202	1	0.194390037807657	5.51771582598483e-05	1	1	1	1	1	1	1	1	1	0.00452373668061455	1	1	0.517111109375251	1	1	0.95593767452367	1	1	0.875590359331522	0.961306340259931	1	0.52850324469159	1	1	1	1	0.429674200900187	1	0.0528530778131207	0.907007164736712	1	1	1	1	1	0.998459417021924	1	1	0.897525984019876	1	1	1	1	0.911154730383628	0.12828911125549	1	1	1	0.00224540830196134	1	1.68966908343889e-10	0.0638348786795075	1	1	0.0217626405462533	1	0.00115281034171075	1	1	1	1	1	0.673185792414755	1	3.47549962684673e-07	0.942827757993416	1	1	1.5470647522836e-07	1	1	1	0.0670909926317493	1	1	0.658331077750283	1	1	1	0.324606992130819	0.00112007379768487	1	0.983989222896371	1	0.664596244634655	1	0.0491809897379754	1	1	0.962546750477613	0.410857307366161	1	0.436234279847368	0	1	1	1	1	1	0.193606771796393
"Vascular smooth muscle contraction"	1	0.000854489009876276	0.312393036965181	0.83278129219385	0.0044007630060519	1	7.22624498562711e-09	5.69066875014296e-08	1	1	0.197373742347749	0.136475098004153	1	1	0.120255385451084	0.0130293401393277	0.857721109262234	1	1	1	8.80328735508211e-05	7.56673172173276e-36	0.101189762075511	0.155844185899766	1	1	0.000333554360683125	1.12641823676504e-13	0.00272580554600001	1	1	0.00104223814276541	1	1	1	1.01448713669474e-11	1	0.0263451812610788	1	0.996156523469784	0.00035172457654749	1	7.42941916217067e-05	1.50428324467587e-21	7.79783619262958e-07	7.48029978586936e-07	6.28116806126181e-34	5.33177452850944e-36	3.72478466896764e-12	2.22569422866991e-69	1	0.0575665120678198	1	1	0.354253046351593	0.181403272818844	1.79109314846771e-10	1	1	0.305169181472143	0.0338009884002862	1.45271937645711e-51	8.95815568616802e-39	1	1	1.39042013055003e-15	1	7.69398299934562e-29	0.00232245389752283	1	0.153810248873404	0.00284028779007636	0.0969258930454196	3.73396614646212e-06	0.485795651045417	1	9.18613762984077e-07	1	1	0.313475506281016	9.65932697179733e-21	1	0.00942460885769874	8.03787008435193e-38	1	0.067270384676507	0.236423156680819	1	1	7.4576389321092e-11	8.14952970826736e-05	0.543329400005067	1	2.23656888003761e-06	3.07552274040976e-13	0.00818283311550829	1	1	1	1	2.2092232695221e-08	1	0.00213893568149761	0.363125328376599	1	1	1	1	1.79527513621434e-40	0.0852008778629727	1	1	1	1	0.022094475990906	6.34606786334892e-07	0.0704277147432091	0.000805051277138666	0.00241217634458959	0.276638454372274	6.4133884382058e-09	1	0.00125532744238399	1	0	1.38354806230155e-05	1.12224153343334e-20	1.3079571948246e-06	0.865185289093791	3.0850455873431e-05
"Vasopressin-regulated water reabsorption"	1	1	1	1	1	1	1	6.58190793773553e-06	0.412182777544555	0.548130107253733	0.0107172599914481	1	1	1	1	1	1	1	1	1	1	0.00161767495723369	1	1	1	1	0.649627347950814	0.00228456936366298	1	1	1	1	1	1	1	2.41669624716954e-06	1	1	1	0.050441650403812	1	1	1	1	1	1	2.04222811417541e-06	4.46331309784018e-07	1	4.91257673195022e-06	1	0.0021238043104428	1	1	8.97714909645058e-06	1	0.0455297219560719	1	1	1	1	0.504970021069834	0.00479432922301469	1	1	0.273683573900629	1	3.02102115676502e-13	1	1	1	1	0.939041080015032	0.356857998577477	1	1	1	1	1	0.339650952822529	0.000107249118650866	1	1	0.00297127397330622	1	1	1	1	1.87592660534732e-05	1	1	1	1	0.000352229425803227	1.85917997083961e-05	2.16015739812952e-05	1	1	1	1	1	1	1	1	1	1	1	1	1.39303482831453e-07	1	1	0.048939058166756	1	1	1	9.68803176124694e-06	1	1	1	1	1	1	1	1	1.38354806230155e-05	0	1	9.27326109301523e-07	1	0.0611081604735606
"VEGF signaling pathway"	1	8.14673312009976e-22	0.000255563218728821	0.106417867141851	1.94915943563726e-15	1	0.000111437023186514	1.52532821448748e-08	7.66335416949738e-14	1	4.23713872787785e-18	1	1	1	5.05257995917482e-17	3.11755851990541e-47	9.03948805566784e-12	1	1	1	2.21677997346063e-08	2.07428154301682e-07	2.6175008721711e-12	1	1	1	6.32611663773233e-13	1.34024082097531e-16	2.32999565746803e-21	1	1	4.51643813600984e-23	1	0.948129869506653	1	1	1	0.000765454348326852	1	0.469306968903399	5.31193525080118e-25	1.71370437931337e-06	3.3522714274934e-30	2.30776636221059e-67	1.47800219406519e-30	1.20159749841623e-21	2.47444334052568e-08	0.132592525017289	3.59804954708757e-29	1.6583752785245e-34	1	1	1	1	0.961804594033685	1	2.85336963047102e-15	1	5.33859572347859e-05	3.09764192254994e-05	6.71547551009991e-18	1.29588278776517e-31	2.25517609933223e-17	1	1	4.71924683304534e-44	1	9.10031707819534e-07	3.82773230385367e-20	1	5.71426217023606e-14	1.99398168624957e-37	1	4.9249307505238e-28	0.000594368329412005	1	1.37918187698665e-33	1	1	1	2.7890150496901e-06	0.699236169240864	6.34119679470034e-25	7.84850891042648e-17	0.901256160260028	0.268141069862949	1.96881335491182e-18	1	0.939044442272383	3.4641909278521e-10	1	1	1	0.00278350609051976	3.31468333143239e-18	2.30598264659336e-19	1	1	1	1	3.27204116127525e-12	1	2.43255177772833e-23	1	1	0.0325642071978935	1	1	0.194978417326753	1.04383737068677e-05	6.70355161727876e-11	1	1	1	7.4693393739524e-42	1	0.430110214342842	3.77409591329942e-07	1.35444207659859e-05	9.64308988022267e-17	1.20569548053516e-34	1	3.69490916865487e-09	1	1.12224153343334e-20	1	0	0.00249621811779982	0.0387197247891985	3.14346401376117e-11
"Vibrio cholerae infection"	0.42970857135822	1	0.00235439531241028	1	0.0154411116033304	1	1	4.95027531735182e-06	1	1	0.0242452316131638	0.0149041983884717	1	1	1	0.244252294542169	0.0130005395826949	1	1	1	1	1.43091923576841e-06	0.422346579656067	1	1	1	0.737269905326252	0.00899453057449121	1	1	5.25838378256349e-37	1	1	1	1	1.1497500005024e-08	1	1	1	1	1	1.5404047826016e-36	0.00449449976268612	0.0169763989557632	0.00652996641646769	0.0123972430635453	9.069284060038e-09	2.78351626120993e-12	0.00123988312292342	3.57606259258915e-06	1	0.00513767599657177	1	1	1	0.0216433009288562	0.0932601260090164	1	1	0.612398349722286	1.29842444755425e-05	0.0112606018072782	2.25176833149474e-05	1.93350761063622e-06	1	0.0497512329316813	1	3.90702841333641e-07	1	1	1	0.0282524536649355	1	0.47584976596008	1	1	0.000527484661450284	1	1	0.549591470627138	0.00287406093809259	1	1	3.57606259258915e-06	1	0.000795956178481296	0.399496747131892	1	4.7310802977985e-33	0.0027984018844969	1	1	1	0.00089110741810649	0.000706937004368266	1	1	0.000200489838691876	0.0177686703142366	1	0.289637278694918	1	1	1	1	1	1	1	8.03653152163484e-09	0.0082502387152392	1	1	1	1	0.750595555271541	0.000441882054388818	1	1	3.62694141260887e-05	1	1	1	1	1	1.30795719482459e-06	9.27326109301522e-07	0.00249621811779982	0	0.0142511467952784	0.00262983332133929
